NAME	B cells	Ductal cells 1	Myeloid & Macrophage	T and NK cells	Perivascular cells	Acinar cells	Activated DC	Fenestrated EC	Mast cells	pDCs	Plasma cells	myCAF	ICAF
SPOCK2	15.620 	1.000 	1.197 	58.215 	1.293 	6.304 	2.217 	6.067 	6.112 	1.706 	5.326 	1.044 	1.565 
EAF2	14.870 	3.725 	6.040 	1.000 	1.000 	4.016 	4.126 	1.000 	6.552 	10.467 	28.516 	1.044 	1.000 
SPINT1	3.972 	63.710 	11.007 	1.000 	1.000 	21.243 	21.040 	1.000 	4.418 	1.839 	3.846 	1.044 	1.000 
AC092580.4	1.558 	1.008 	1.055 	38.960 	1.027 	1.568 	1.082 	1.021 	1.510 	1.171 	1.776 	1.043 	1.019 
FGR	4.341 	1.000 	26.155 	3.906 	1.000 	3.722 	12.252 	2.690 	4.270 	1.000 	3.508 	1.043 	1.000 
TMEM154	33.228 	3.849 	6.686 	9.537 	1.000 	1.679 	1.963 	1.000 	24.745 	1.000 	5.651 	1.042 	1.500 
SORL1	6.765 	8.864 	24.757 	13.278 	2.137 	4.863 	6.089 	3.786 	1.000 	12.002 	2.173 	1.042 	1.244 
LGALS2	1.166 	8.768 	20.092 	1.211 	1.622 	114.146 	57.309 	1.000 	1.110 	1.038 	4.042 	1.042 	1.228 
TNFRSF18	1.167 	1.000 	1.017 	27.747 	1.001 	5.964 	23.259 	1.001 	14.766 	1.044 	27.342 	1.041 	1.000 
SHE	1.106 	1.000 	1.000 	1.150 	1.000 	1.050 	1.009 	17.477 	3.965 	1.030 	1.006 	1.040 	1.706 
LILRB4	1.000 	1.019 	37.522 	1.000 	1.000 	5.709 	26.429 	1.000 	1.000 	72.826 	8.117 	1.040 	1.000 
GRAP2	3.742 	1.070 	1.256 	17.445 	1.261 	2.736 	1.450 	1.082 	53.400 	1.681 	1.527 	1.039 	1.078 
CD72	34.790 	1.000 	7.817 	1.000 	1.000 	1.000 	2.053 	1.000 	1.000 	5.264 	1.550 	1.038 	1.000 
CIB2	1.024 	1.000 	1.000 	1.036 	1.000 	1.022 	7.584 	1.435 	1.022 	14.691 	1.000 	1.038 	1.000 
GRB10	2.192 	2.647 	1.275 	2.470 	1.635 	31.600 	1.449 	22.418 	4.808 	1.646 	1.409 	1.038 	2.264 
CASP10	3.917 	3.903 	4.385 	2.040 	1.061 	2.063 	1.231 	9.094 	3.588 	4.012 	17.957 	1.038 	1.604 
C1orf228	5.715 	1.045 	4.075 	4.467 	1.062 	1.732 	3.382 	1.075 	33.293 	11.772 	1.248 	1.038 	1.047 
HLA-DQB2	4.848 	1.000 	22.890 	1.000 	1.000 	6.472 	55.180 	2.571 	1.000 	2.707 	6.446 	1.037 	1.332 
SKAP1	6.862 	1.720 	1.006 	26.770 	1.297 	5.758 	1.024 	1.120 	19.861 	1.045 	5.098 	1.037 	1.232 
RP11-986E7.7	1.102 	1.000 	1.000 	1.139 	1.000 	14.291 	1.008 	1.000 	1.098 	1.027 	1.006 	1.036 	1.000 
GZMM	2.225 	1.064 	1.357 	42.816 	1.158 	3.940 	1.436 	1.076 	2.148 	1.673 	2.243 	1.036 	1.097 
STEAP4	1.000 	2.128 	1.000 	1.000 	27.923 	1.000 	2.151 	1.000 	4.736 	1.000 	1.000 	1.036 	4.479 
CTSE	2.531 	103.460 	1.391 	2.833 	1.255 	2.204 	1.545 	1.129 	2.490 	1.784 	1.672 	1.035 	1.189 
CHML	3.074 	3.486 	4.566 	1.045 	2.404 	1.027 	6.459 	1.000 	1.034 	23.026 	1.000 	1.035 	1.884 
TRABD2A	1.980 	1.304 	1.641 	6.286 	1.063 	1.718 	21.256 	2.042 	1.913 	1.418 	2.138 	1.035 	1.385 
REG4	2.122 	71.078 	1.242 	2.270 	1.105 	32.345 	3.875 	1.084 	4.447 	1.567 	2.665 	1.035 	1.084 
MS4A4A	3.329 	1.104 	43.169 	1.000 	1.000 	5.721 	7.592 	2.303 	1.000 	10.767 	6.653 	1.034 	1.623 
EPCAM	1.963 	129.417 	1.219 	2.097 	1.064 	30.419 	1.305 	3.144 	1.960 	1.475 	4.386 	1.034 	1.047 
HAVCR2	2.802 	1.000 	30.746 	6.649 	1.000 	6.589 	12.747 	1.950 	38.770 	6.626 	2.550 	1.034 	1.000 
SLC7A5	2.684 	1.995 	8.208 	9.644 	8.450 	2.110 	1.807 	2.270 	8.635 	58.541 	22.629 	1.033 	5.665 
CTA-384D8.34	2.831 	1.000 	5.801 	1.000 	1.000 	1.000 	18.270 	1.000 	1.000 	4.684 	18.266 	1.033 	1.000 
HPGD	1.000 	30.403 	1.194 	5.593 	1.000 	1.000 	1.000 	1.000 	88.250 	1.000 	4.393 	1.033 	1.000 
PRAM1	1.000 	1.000 	12.080 	1.000 	1.000 	1.543 	1.000 	1.227 	1.000 	1.000 	1.000 	1.030 	1.000 
IL1RN	1.000 	14.671 	21.426 	1.000 	1.947 	1.000 	6.485 	1.000 	1.000 	1.000 	5.221 	1.028 	4.199 
STAG3	30.430 	1.067 	1.526 	2.701 	1.423 	1.762 	3.776 	1.088 	2.079 	2.560 	1.496 	1.028 	1.078 
SIDT1	12.385 	1.000 	2.941 	2.216 	1.000 	1.000 	1.000 	1.000 	1.001 	28.286 	1.884 	1.027 	1.000 
DOK2	4.957 	1.008 	25.288 	34.139 	1.553 	6.069 	15.764 	1.628 	5.060 	3.514 	7.391 	1.027 	1.692 
LINC00926	60.768 	2.015 	1.299 	2.637 	1.179 	2.043 	1.459 	1.093 	2.240 	1.669 	1.441 	1.026 	1.108 
FGD2	9.386 	1.108 	9.592 	1.000 	1.000 	2.363 	22.114 	1.256 	1.000 	10.720 	3.852 	1.026 	1.000 
MAP2K6	2.516 	1.048 	1.988 	2.178 	1.187 	2.180 	1.315 	3.144 	1.971 	16.964 	2.865 	1.026 	1.072 
CD1C	18.499 	1.000 	16.008 	1.000 	1.000 	1.996 	16.308 	1.000 	1.000 	1.000 	3.503 	1.025 	1.000 
LINC00996	3.908 	1.081 	3.814 	2.845 	1.191 	2.113 	4.139 	1.116 	13.592 	50.437 	2.790 	1.025 	1.106 
APOLD1	4.640 	1.113 	2.761 	15.246 	36.776 	1.000 	4.070 	58.873 	1.000 	3.403 	5.629 	1.025 	1.000 
SPAG4	1.000 	1.764 	1.000 	1.000 	1.000 	13.374 	1.000 	1.000 	1.000 	2.097 	58.381 	1.025 	1.503 
CSF2RB	1.000 	1.000 	8.018 	1.000 	1.000 	1.000 	21.053 	6.539 	19.334 	30.403 	10.490 	1.025 	1.000 
ANXA3	2.322 	52.434 	1.401 	2.699 	1.224 	3.680 	29.153 	9.655 	2.860 	1.793 	1.460 	1.024 	1.326 
ARHGEF6	5.380 	1.000 	7.618 	6.123 	4.695 	1.000 	9.657 	3.683 	36.276 	4.722 	1.000 	1.024 	1.884 
TNFRSF11B	1.000 	8.832 	1.000 	1.000 	1.265 	1.000 	33.214 	1.000 	1.000 	1.000 	1.000 	1.024 	1.913 
TNFRSF9	1.965 	1.041 	1.241 	10.590 	1.063 	1.773 	17.744 	1.050 	12.194 	1.425 	1.365 	1.023 	1.057 
SLC11A1	1.000 	3.068 	34.566 	1.000 	1.733 	3.862 	1.000 	2.877 	3.737 	1.000 	5.064 	1.023 	3.171 
C1orf186	6.238 	1.117 	1.296 	2.628 	1.167 	1.951 	1.484 	1.210 	81.604 	24.589 	6.786 	1.022 	1.112 
CTRL	2.473 	1.094 	1.346 	2.783 	1.206 	155.669 	3.237 	1.120 	2.451 	1.806 	1.640 	1.022 	1.136 
PDK1	4.800 	3.923 	3.273 	4.148 	1.604 	2.017 	2.198 	1.135 	6.651 	1.569 	44.540 	1.020 	1.748 
PLEK	11.519 	1.000 	44.009 	7.969 	2.135 	7.092 	72.150 	2.060 	5.966 	58.493 	11.168 	1.020 	3.435 
BANK1	94.905 	2.225 	3.305 	2.559 	1.290 	2.047 	1.445 	1.081 	2.178 	4.099 	3.310 	1.020 	1.076 
GIMAP7	1.045 	1.000 	13.998 	57.106 	1.405 	5.438 	1.000 	53.988 	4.680 	2.035 	2.398 	1.020 	1.134 
CCR7	53.128 	1.000 	1.110 	27.966 	1.000 	1.000 	163.785 	2.036 	2.648 	7.551 	2.782 	1.019 	1.000 
GZMB	2.292 	1.080 	1.516 	24.493 	1.585 	1.927 	5.721 	1.392 	6.583 	309.598 	6.798 	1.019 	1.107 
C19orf77	2.509 	31.629 	1.368 	2.885 	1.231 	2.012 	4.746 	1.130 	2.496 	1.817 	1.513 	1.017 	1.118 
CTSG	2.508 	1.093 	1.343 	2.839 	1.213 	2.011 	1.551 	1.129 	69.885 	1.785 	1.492 	1.017 	1.117 
C19orf83	2.939 	1.111 	1.510 	3.407 	1.323 	2.072 	3.457 	1.125 	15.946 	1.807 	3.634 	1.017 	1.115 
CD96	5.181 	1.000 	1.707 	46.998 	1.000 	4.872 	1.000 	1.000 	1.000 	2.111 	3.360 	1.017 	1.000 
CPNE5	8.471 	1.102 	1.325 	2.905 	1.206 	2.149 	1.526 	6.454 	4.405 	1.773 	24.662 	1.017 	1.114 
FAM3B	2.226 	22.038 	2.404 	2.509 	1.165 	40.478 	1.452 	1.087 	4.890 	1.658 	1.549 	1.014 	1.078 
LIF	1.000 	5.960 	1.000 	1.000 	2.081 	1.000 	1.000 	2.685 	37.609 	1.000 	1.000 	1.014 	26.271 
LINC00861	2.206 	1.060 	1.272 	13.279 	1.363 	1.987 	1.436 	1.076 	2.149 	1.612 	1.419 	1.014 	1.071 
KYNU	9.025 	11.108 	21.644 	1.000 	1.000 	5.634 	53.892 	6.331 	5.345 	11.217 	1.000 	1.013 	2.012 
S100A12	2.467 	1.078 	19.895 	2.745 	1.368 	2.114 	1.501 	1.616 	2.355 	1.732 	1.639 	1.013 	3.292 
S100A14	2.376 	111.455 	1.319 	2.744 	1.226 	2.038 	1.808 	1.112 	2.355 	1.729 	1.953 	1.013 	1.104 
AC023590.1	3.734 	1.981 	2.075 	2.601 	1.142 	3.287 	4.003 	1.404 	2.150 	25.935 	2.129 	1.013 	1.154 
GCNT3	2.346 	39.340 	1.316 	2.709 	1.208 	1.968 	1.497 	1.110 	2.341 	1.722 	1.473 	1.013 	1.102 
MLPH	1.000 	41.080 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	43.950 	1.000 	1.000 	1.012 	1.000 
GZMH	2.468 	1.063 	1.314 	32.168 	1.236 	2.091 	1.435 	1.271 	3.529 	3.599 	2.061 	1.012 	1.080 
DPCR1	1.398 	90.565 	1.025 	1.447 	1.017 	1.264 	1.055 	1.020 	1.459 	1.108 	1.069 	1.011 	1.002 
CEL	1.000 	1.000 	1.548 	1.000 	1.000 	248.845 	1.987 	1.000 	3.410 	1.000 	4.080 	1.010 	1.000 
RNASE2	1.000 	1.000 	17.010 	1.000 	1.000 	1.000 	1.000 	1.279 	1.000 	1.000 	2.006 	1.010 	1.754 
MIR155HG	5.680 	1.060 	3.127 	4.344 	1.127 	1.939 	29.461 	1.586 	7.582 	6.528 	4.924 	1.010 	1.178 
KLHL23	1.036 	2.132 	1.000 	1.044 	19.804 	1.033 	1.000 	1.000 	2.079 	2.870 	1.000 	1.009 	1.000 
MYH14	2.289 	29.120 	1.287 	2.621 	1.160 	6.158 	1.475 	1.102 	2.277 	1.695 	1.608 	1.009 	1.093 
FCRLA	50.127 	1.052 	1.208 	2.182 	1.084 	1.709 	1.373 	1.060 	2.040 	1.935 	5.739 	1.008 	1.056 
TM4SF4	1.000 	95.478 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	3.612 	1.007 	1.000 
STAP1	12.130 	1.059 	1.236 	2.343 	1.102 	1.791 	1.408 	1.066 	10.266 	7.702 	3.869 	1.007 	1.062 
RETN	2.196 	1.106 	31.513 	2.269 	1.603 	2.305 	1.398 	1.132 	3.573 	1.572 	4.653 	1.007 	1.060 
CXCR3	4.777 	1.000 	1.000 	27.396 	1.000 	1.000 	1.000 	1.000 	1.000 	103.021 	7.318 	1.007 	1.479 
SPNS3	2.193 	1.078 	2.229 	6.007 	1.267 	2.030 	1.400 	1.063 	2.083 	16.991 	1.456 	1.006 	1.061 
RP11-557H15.4	2.204 	1.063 	1.317 	2.427 	1.136 	1.886 	1.451 	1.329 	22.524 	1.651 	1.410 	1.006 	1.078 
AC074212.5	1.037 	1.000 	1.000 	1.048 	1.000 	2.472 	1.000 	1.000 	1.037 	1.001 	15.316 	1.006 	1.000 
ITGA8	1.251 	1.000 	1.006 	1.312 	10.540 	1.090 	1.034 	3.537 	1.243 	1.060 	13.657 	1.006 	1.000 
CUX2	2.173 	1.061 	1.233 	2.368 	1.121 	1.870 	1.443 	1.081 	2.171 	12.201 	1.403 	1.005 	1.079 
SCAMP5	2.052 	1.184 	1.172 	2.156 	1.081 	5.277 	1.385 	3.025 	2.053 	26.739 	8.282 	1.004 	1.057 
CD36	1.000 	1.000 	19.306 	1.000 	37.018 	1.992 	1.000 	72.632 	1.000 	33.818 	1.000 	1.004 	2.445 
RP1-28O10.1	2.161 	1.062 	1.225 	2.422 	1.139 	1.857 	13.436 	1.116 	2.156 	1.621 	1.410 	1.003 	1.072 
AC006129.4	6.447 	1.058 	4.309 	2.377 	1.141 	2.005 	3.816 	1.075 	2.138 	3.812 	15.263 	1.003 	1.067 
AGR2	2.133 	175.155 	1.683 	2.171 	1.263 	2.117 	2.047 	2.039 	6.390 	2.168 	4.660 	1.003 	1.057 
AGR3	2.039 	79.575 	1.192 	2.132 	1.095 	1.899 	1.365 	1.182 	4.833 	1.472 	1.423 	1.003 	1.057 
MUC13	2.034 	38.229 	1.146 	2.141 	1.089 	1.695 	1.361 	1.057 	2.027 	1.489 	1.320 	1.003 	1.054 
CD163	1.000 	1.000 	33.404 	1.000 	1.000 	2.039 	2.752 	1.000 	3.491 	1.000 	4.472 	1.003 	1.839 
RP11-71G12.1	2.120 	1.057 	1.204 	2.263 	1.108 	1.806 	1.416 	1.069 	2.118 	12.657 	1.473 	1.003 	1.065 
COX4I2	1.685 	1.017 	1.058 	1.795 	53.083 	1.408 	1.139 	1.025 	1.677 	1.262 	1.130 	1.003 	1.025 
XXbac-BPG13B8.10	2.119 	1.056 	1.203 	2.260 	1.106 	1.806 	1.416 	1.068 	15.544 	1.571 	1.376 	1.003 	1.064 
FSCN2	2.111 	1.055 	1.199 	2.252 	1.105 	34.479 	1.412 	1.068 	2.110 	1.557 	1.377 	1.003 	1.063 
PDCD1	1.962 	1.039 	1.137 	10.796 	1.066 	1.932 	1.304 	1.060 	2.512 	1.469 	1.273 	1.003 	1.058 
SLC38A11	5.367 	1.060 	1.131 	2.099 	22.753 	1.666 	1.337 	1.055 	5.610 	1.451 	1.290 	1.003 	1.051 
CCR1	1.000 	1.000 	11.769 	2.811 	1.000 	1.000 	1.000 	1.332 	1.000 	1.000 	1.000 	1.002 	1.752 
ST6GAL1	15.927 	2.213 	6.541 	4.782 	1.345 	3.909 	2.106 	5.492 	2.033 	3.647 	37.056 	1.002 	1.054 
CTA-250D10.23	39.648 	1.058 	1.189 	2.272 	1.108 	1.805 	1.404 	1.065 	2.092 	1.520 	4.710 	1.002 	1.061 
TUBA4A	38.877 	33.722 	7.993 	56.654 	7.084 	10.860 	2.250 	5.357 	1.639 	6.751 	36.181 	1.002 	9.742 
LAD1	2.003 	27.464 	1.139 	2.114 	1.069 	8.432 	57.005 	1.055 	2.001 	1.450 	1.398 	1.002 	1.055 
AMN	3.244 	49.454 	1.116 	2.043 	1.062 	1.715 	1.304 	1.050 	1.959 	9.911 	5.721 	1.002 	1.058 
LMNB1	5.843 	1.585 	9.031 	7.912 	1.292 	2.684 	32.653 	5.365 	22.247 	4.439 	1.399 	1.001 	1.941 
NR6A1	2.059 	1.099 	1.267 	2.174 	1.101 	2.788 	15.293 	1.061 	2.059 	1.491 	1.375 	1.001 	1.060 
FCRL5	17.028 	1.048 	1.158 	2.145 	1.110 	1.820 	1.368 	1.058 	2.036 	1.653 	72.824 	1.001 	1.060 
FCRL1	24.630 	1.048 	1.174 	2.172 	1.081 	1.703 	1.367 	1.058 	2.035 	1.472 	1.389 	1.001 	1.058 
NCR3	16.177 	1.059 	1.188 	7.633 	1.111 	2.045 	1.390 	1.061 	2.064 	1.495 	1.455 	1.001 	1.058 
LAX1	4.782 	1.051 	1.164 	6.787 	1.107 	1.709 	1.373 	1.059 	23.688 	1.476 	19.456 	1.001 	1.057 
FCRL2	22.912 	1.048 	1.159 	2.191 	1.090 	1.703 	1.367 	1.102 	2.035 	1.472 	15.020 	1.001 	1.055 
SP140	31.644 	1.044 	3.691 	11.352 	1.306 	1.830 	1.288 	1.112 	2.508 	1.411 	10.375 	1.001 	1.047 
LRRC25	1.980 	1.043 	17.106 	1.978 	1.071 	4.274 	1.249 	1.042 	5.164 	6.544 	1.991 	1.001 	1.044 
EFCAB4A	1.964 	36.110 	1.441 	2.034 	1.159 	27.934 	1.266 	4.146 	1.899 	1.434 	18.672 	1.001 	1.052 
TIE1	1.896 	1.035 	1.100 	1.999 	1.057 	1.523 	1.264 	51.517 	4.086 	1.423 	1.221 	1.001 	1.041 
RGL4	2.222 	1.034 	1.100 	17.511 	1.075 	2.274 	2.812 	1.186 	5.376 	1.439 	1.296 	1.001 	1.048 
NSG1	1.000 	1.221 	1.000 	4.740 	1.000 	1.000 	1.000 	1.000 	14.806 	1.000 	1.000 	1.000 	1.277 
PILRA	1.784 	1.021 	32.099 	1.829 	1.449 	8.632 	5.975 	1.239 	4.031 	1.342 	1.972 	1.000 	2.022 
AIM2	20.485 	1.045 	1.435 	2.063 	1.056 	1.632 	1.263 	1.051 	2.502 	1.390 	4.302 	1.000 	1.040 
IL6	8.728 	1.000 	3.982 	1.000 	39.718 	1.000 	1.000 	33.441 	1.000 	1.000 	2.007 	1.000 	65.428 
SCARA5	1.017 	1.000 	1.000 	1.023 	1.000 	1.001 	1.000 	1.000 	1.017 	7.638 	1.000 	1.000 	22.142 
CLEC3B	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	3.023 	1.000 	1.000 	1.000 	1.000 	21.936 
FIGF	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	19.817 
SNCG	1.008 	4.168 	1.000 	1.020 	32.256 	1.001 	1.000 	31.514 	1.008 	1.000 	1.000 	1.000 	7.063 
TMEM88	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	2.171 	67.042 	2.674 	1.000 	1.000 	1.000 	6.933 
RP11-731F5.2	1.000 	1.000 	1.000 	1.000 	1.896 	1.000 	4.083 	1.000 	1.000 	4.734 	29.104 	1.000 	5.058 
GPR157	1.439 	1.005 	2.313 	1.487 	1.019 	1.287 	35.145 	1.014 	1.411 	1.098 	1.072 	1.000 	3.658 
FPR1	2.129 	1.395 	45.900 	1.272 	1.000 	5.097 	15.512 	1.316 	1.167 	1.047 	5.744 	1.000 	3.049 
ITGA7	1.251 	1.000 	1.006 	1.313 	24.053 	1.090 	1.035 	1.000 	1.243 	1.052 	1.031 	1.000 	2.483 
CLEC7A	4.208 	1.000 	54.443 	3.843 	1.766 	8.368 	9.489 	1.562 	1.000 	1.000 	6.292 	1.000 	2.475 
IL18	1.000 	14.995 	23.274 	1.000 	1.000 	5.483 	16.490 	1.263 	15.531 	4.761 	2.201 	1.000 	2.139 
TRAF1	1.511 	1.005 	2.865 	11.979 	1.461 	3.780 	58.873 	1.040 	3.698 	3.631 	1.115 	1.000 	2.115 
CSF3R	1.000 	1.000 	26.009 	1.000 	1.834 	4.143 	3.151 	1.895 	1.000 	4.049 	1.678 	1.000 	2.111 
WFDC2	1.453 	47.673 	1.044 	1.563 	8.602 	15.192 	1.065 	1.006 	4.306 	1.198 	1.870 	1.000 	2.083 
CD274	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	24.883 	1.000 	5.424 	1.000 	2.043 	1.000 	2.033 
TC2N	2.817 	11.112 	1.000 	21.887 	1.000 	29.094 	4.456 	4.733 	1.000 	1.000 	1.854 	1.000 	2.025 
PLA2G7	1.000 	1.000 	11.049 	1.000 	1.000 	1.000 	4.720 	1.000 	1.000 	1.000 	1.637 	1.000 	1.992 
TLR2	1.923 	1.070 	20.588 	1.966 	1.059 	2.187 	1.213 	1.419 	1.794 	2.131 	5.138 	1.000 	1.980 
VTN	1.236 	1.000 	1.007 	1.295 	1.001 	14.659 	7.439 	1.000 	1.229 	1.050 	1.029 	1.000 	1.818 
CD300E	1.000 	1.000 	15.303 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.809 
NLRP3	1.000 	1.000 	15.093 	1.000 	1.000 	1.000 	4.542 	1.000 	3.260 	1.000 	1.000 	1.000 	1.795 
CLEC4A	4.289 	1.049 	26.509 	1.000 	1.661 	4.455 	6.446 	1.000 	6.885 	5.192 	3.087 	1.000 	1.708 
C16orf74	12.408 	1.000 	1.962 	1.556 	1.000 	1.001 	1.000 	2.190 	1.002 	1.000 	18.214 	1.000 	1.670 
LILRB2	1.000 	1.000 	18.979 	1.000 	1.000 	3.868 	12.842 	1.078 	1.000 	11.050 	3.231 	1.000 	1.644 
CXADR	1.000 	23.743 	2.259 	1.000 	1.000 	5.087 	1.000 	1.000 	5.084 	1.000 	1.232 	1.000 	1.630 
ADAM28	60.237 	19.609 	17.847 	1.202 	1.000 	3.969 	13.458 	1.431 	5.738 	2.771 	14.003 	1.000 	1.618 
AQP9	1.000 	1.000 	11.589 	1.000 	1.000 	1.000 	4.698 	1.069 	1.000 	1.000 	1.000 	1.000 	1.614 
CEACAM6	1.175 	106.069 	1.003 	1.229 	1.000 	1.063 	1.021 	1.001 	1.160 	1.041 	3.149 	1.000 	1.571 
MSLN	1.054 	83.216 	1.000 	1.063 	1.000 	1.039 	4.649 	1.000 	1.053 	1.006 	1.754 	1.000 	1.531 
AFF3	17.538 	1.000 	2.467 	1.066 	1.000 	1.023 	1.000 	1.000 	1.050 	11.644 	1.002 	1.000 	1.527 
TMEM233	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	4.463 	22.213 	1.000 	1.000 	1.000 	1.523 
PDCD1LG2	1.000 	1.000 	2.011 	1.000 	1.000 	1.000 	25.503 	1.000 	7.922 	1.000 	1.000 	1.000 	1.507 
CITED4	1.000 	1.000 	1.000 	1.000 	1.000 	16.877 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.505 
LGI4	1.435 	1.002 	1.033 	1.482 	28.960 	1.231 	1.061 	1.003 	1.429 	1.106 	1.056 	1.000 	1.467 
GIMAP4	4.330 	1.000 	25.367 	43.475 	1.291 	6.949 	7.027 	44.155 	4.370 	1.001 	4.336 	1.000 	1.445 
PDZK1IP1	1.000 	82.406 	1.000 	1.000 	1.385 	35.075 	2.120 	1.000 	2.785 	1.000 	1.179 	1.000 	1.435 
MPEG1	9.369 	1.000 	24.850 	1.317 	1.003 	4.453 	2.003 	1.379 	7.023 	48.113 	2.653 	1.000 	1.433 
NTRK1	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	20.707 	1.000 	1.000 	1.000 	1.426 
STARD5	1.910 	1.017 	1.943 	1.432 	1.003 	1.367 	3.809 	1.006 	1.333 	3.994 	11.927 	1.000 	1.413 
CFP	1.000 	1.000 	16.636 	1.000 	1.445 	1.000 	51.317 	4.686 	1.000 	3.382 	1.563 	1.000 	1.410 
EFNB2	1.486 	9.028 	1.041 	1.616 	1.035 	1.295 	1.076 	28.832 	1.480 	1.152 	1.069 	1.000 	1.407 
CCL22	1.465 	1.003 	1.043 	1.656 	1.021 	1.265 	155.663 	1.007 	1.454 	1.138 	1.078 	1.000 	1.395 
TAGAP	40.973 	1.000 	21.580 	36.469 	1.000 	7.082 	3.386 	2.439 	4.818 	14.978 	22.368 	1.000 	1.391 
ZAP70	1.001 	1.000 	1.000 	26.969 	1.262 	3.763 	1.000 	2.048 	1.000 	1.000 	2.802 	1.000 	1.371 
CLEC12A	1.000 	1.000 	19.543 	1.000 	1.000 	1.404 	1.000 	1.000 	14.119 	3.773 	1.526 	1.000 	1.353 
KLK1	9.020 	5.942 	1.000 	1.038 	1.000 	197.225 	1.000 	1.000 	1.027 	1.000 	5.510 	1.000 	1.350 
PTPN22	7.891 	1.000 	6.959 	19.816 	1.000 	1.000 	3.710 	1.000 	14.639 	9.683 	7.121 	1.000 	1.348 
EREG	1.061 	3.375 	19.694 	1.081 	1.000 	3.051 	6.118 	1.000 	2.863 	3.262 	1.005 	1.000 	1.340 
MUC1	1.024 	118.308 	1.581 	1.036 	1.000 	23.501 	4.962 	1.000 	3.460 	1.001 	1.000 	1.000 	1.334 
S100B	1.000 	1.000 	18.777 	4.297 	1.767 	9.256 	16.077 	1.000 	3.897 	1.000 	4.300 	1.000 	1.307 
CD86	10.210 	1.000 	37.587 	1.000 	1.000 	4.843 	55.317 	1.451 	4.188 	2.667 	7.688 	1.000 	1.305 
GIMAP5	1.045 	1.000 	8.219 	23.285 	1.000 	5.003 	1.784 	31.718 	1.055 	1.001 	3.178 	1.000 	1.271 
RBP7	1.413 	1.001 	7.207 	1.466 	1.013 	1.308 	1.058 	78.589 	1.408 	1.097 	1.073 	1.000 	1.264 
MYO1G	18.466 	1.000 	13.122 	24.284 	1.000 	5.300 	66.741 	1.275 	4.693 	7.878 	7.413 	1.000 	1.258 
RP11-290F20.3	1.000 	1.539 	27.161 	1.000 	1.000 	2.064 	2.112 	1.988 	1.000 	1.000 	3.311 	1.000 	1.243 
GALNT18	1.718 	1.028 	1.061 	1.849 	2.459 	1.469 	1.162 	21.737 	1.711 	1.284 	1.127 	1.000 	1.233 
TVP23A	1.000 	1.000 	1.457 	1.000 	1.000 	1.000 	32.095 	1.000 	1.000 	1.000 	1.000 	1.000 	1.224 
ZBTB18	3.629 	2.062 	2.334 	1.319 	1.001 	3.244 	2.497 	1.000 	1.226 	17.437 	1.038 	1.000 	1.198 
TMEM246	1.000 	6.007 	1.000 	1.000 	1.992 	2.740 	1.000 	1.000 	12.628 	1.000 	1.000 	1.000 	1.195 
ICOS	1.062 	1.000 	1.000 	21.279 	1.000 	3.574 	1.002 	1.000 	1.061 	1.013 	1.015 	1.000 	1.194 
ITGAX	1.908 	1.001 	11.570 	1.332 	1.003 	1.207 	1.034 	1.000 	1.366 	1.051 	2.279 	1.000 	1.152 
DEFB1	1.003 	25.117 	2.011 	1.009 	1.000 	34.470 	1.831 	1.465 	1.002 	1.000 	1.768 	1.000 	1.151 
GMPR	1.000 	2.170 	1.463 	1.000 	2.685 	1.812 	1.000 	1.624 	41.733 	4.487 	1.000 	1.000 	1.150 
PLA2G1B	3.227 	1.172 	2.788 	1.854 	1.422 	318.578 	1.708 	2.592 	1.000 	1.000 	7.496 	1.000 	1.148 
HLA-DOA	19.738 	1.144 	16.764 	2.031 	1.052 	4.600 	32.404 	2.321 	1.853 	8.945 	2.197 	1.000 	1.143 
SLCO2B1	1.212 	1.640 	24.794 	1.305 	1.209 	5.118 	3.250 	5.576 	3.690 	1.051 	3.740 	1.000 	1.143 
SAA1	1.000 	32.183 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.136 
ROBO4	1.670 	1.018 	1.061 	1.797 	1.037 	1.400 	1.130 	32.838 	1.662 	1.252 	1.109 	1.000 	1.097 
DAPP1	26.174 	6.037 	10.204 	6.268 	1.000 	1.134 	77.684 	1.000 	1.090 	6.232 	13.276 	1.000 	1.074 
AQP1	1.000 	1.000 	1.000 	1.000 	5.873 	6.183 	1.000 	126.012 	1.000 	1.000 	1.000 	1.000 	1.060 
