NAME	Neutrophils	Monocytes	MEP	CD4+ T-cells	NK cells	naive B-cells	HSC	MPP	CLP	GMP	Macrophages	CD8+ T-cells	Erythrocytes	Megakaryocytes	CMP	Macrophages M1	Macrophages M2	Endothelial cells	Plasma cells	Chondrocytes	Fibroblasts	Smooth muscle	Epithelial cells	Melanocytes	Skeletal muscle	Keratinocytes	mv Endothelial cells	Myocytes	Adipocytes	Neurons	Pericytes	Preadipocytes	Astrocytes	Mesangial cells
AREG	4.038 	32.351 	52.059 	3.524 	15.573 	4.602 	243.293 	131.428 	88.821 	314.760 	1.000 	2.070 	1.000 	1.288 	1.000 	1.000 	1.000 	1.000 	7.062 	1.000 	1.000 	1.000 	59.710 	1.000 	1.000 	681.446 	1.000 	2.634 	14.299 	1.000 	2.345 	1.252 	1.000 	15.329 
ARHGAP29	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	114.802 	1.000 	40.844 	22.733 	15.259 	32.090 	1.468 	5.103 	26.196 	91.429 	19.556 	28.194 	2.364 	7.507 	24.001 	5.234 	21.928 
ARHGDIB	876.927 	302.906 	955.428 	410.883 	387.440 	295.627 	1266.750 	1163.457 	1734.667 	1185.101 	251.619 	420.060 	308.393 	1276.141 	764.501 	313.064 	249.557 	114.017 	150.952 	1.171 	3.365 	1.426 	6.211 	1.157 	18.477 	34.008 	194.434 	9.005 	67.817 	1.000 	7.865 	1.164 	6.376 	8.337 
ARL4C	1.000 	48.150 	1.000 	116.802 	279.834 	13.707 	1.000 	4.087 	1.000 	1.976 	3.553 	106.493 	1.000 	1.000 	1.000 	1.000 	4.471 	1.612 	1.000 	21.311 	1.859 	14.337 	11.560 	3.514 	1.000 	28.045 	1.396 	7.174 	4.693 	13.651 	23.755 	1.994 	20.407 	108.004 
ARTN	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.376 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.033 	1.000 	1.000 	62.346 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
ASB9	1.000 	1.000 	22.614 	1.000 	1.000 	1.000 	33.682 	23.202 	1.000 	30.213 	1.000 	1.000 	2.694 	3.290 	1.000 	1.000 	1.000 	2.638 	1.000 	1.000 	1.000 	1.000 	1.000 	6.564 	1.000 	1.079 	9.192 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.250 
ASS1	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	3.420 	1.000 	1.000 	1.000 	1.000 	1.470 	1.000 	87.437 	103.116 	60.712 	8.175 	1.000 	35.502 	31.737 	1.326 	70.909 	165.299 	8.469 	44.832 	97.392 	30.604 	11.060 
ATF3	1.000 	39.233 	7.521 	1.000 	1.000 	7.813 	11.460 	14.897 	6.501 	13.781 	75.380 	4.306 	19.120 	6.739 	1.330 	85.691 	167.643 	1.000 	1.000 	1.340 	1.300 	1.540 	3.387 	1.225 	2.878 	1.023 	2.235 	1.314 	24.646 	1.000 	4.619 	1.000 	2.637 	3.685 
ATF7IP2	1.000 	8.722 	72.370 	89.526 	21.931 	42.817 	117.032 	49.313 	97.666 	64.254 	2.988 	91.600 	30.318 	25.730 	15.329 	3.786 	3.616 	3.313 	17.774 	3.021 	1.000 	1.015 	1.626 	9.719 	1.000 	1.634 	1.983 	1.063 	2.264 	36.516 	1.838 	1.191 	3.061 	1.092 
ATP1A2	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	132.593 	1.000 	1.000 	5.340 	23.940 	21.639 	1.000 	1.000 	1.000 	1.000 
ATP1B1	1.000 	3.304 	11.556 	1.000 	1.000 	1.000 	4.569 	4.967 	3.650 	7.574 	21.094 	1.918 	4.952 	10.695 	2.888 	53.365 	112.397 	7.895 	1.832 	13.688 	6.385 	3.175 	29.275 	2.261 	137.775 	19.716 	13.136 	2.551 	5.070 	4189.275 	9.025 	1.162 	17.647 	37.787 
ATP2A1	1.000 	1.000 	1.412 	1.000 	1.000 	1.000 	1.901 	1.000 	2.371 	1.782 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	365.949 	1.000 	1.000 	1.041 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
ATP6V1G2-DDX39B	1.000 	1.000 	37.383 	1.000 	1.000 	1.000 	20.727 	15.270 	17.722 	25.926 	1.000 	1.000 	17.912 	20.106 	1.000 	1.000 	1.000 	1.000 	1.000 	2.633 	1.024 	1.000 	1.000 	1.000 	2.605 	1.000 	1.119 	1.000 	1.737 	2.055 	1.160 	1.000 	1.695 	1.955 
ATP8B4	17.617 	13.453 	23.714 	1.000 	26.903 	1.000 	32.817 	39.972 	29.177 	25.882 	27.394 	27.255 	1.000 	1.000 	185.106 	8.723 	14.260 	1.000 	1.000 	1.801 	1.000 	1.434 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	11.533 	1.000 	1.363 	1.000 	1.000 	1.000 
AURKB	4.350 	1.000 	12.035 	1.000 	1.000 	1.000 	1.000 	3.255 	1.000 	1.000 	1.169 	1.603 	63.218 	39.455 	16.130 	2.139 	1.000 	7.318 	3.396 	2.678 	2.473 	1.429 	6.951 	11.276 	1.000 	26.147 	22.043 	1.136 	1.000 	1.000 	12.032 	11.154 	2.733 	38.960 
AVPI1	1.000 	5.031 	2.202 	1.625 	3.442 	1.000 	1.000 	2.028 	1.000 	1.000 	16.019 	1.000 	3.956 	1.000 	1.000 	10.593 	31.535 	1.083 	1.856 	31.330 	7.140 	7.930 	6.574 	148.288 	1.273 	9.453 	1.690 	9.331 	25.997 	6.186 	13.030 	11.821 	4.224 	3.453 
AXL	2.080 	1.328 	3.915 	1.011 	1.025 	1.045 	7.551 	4.452 	5.281 	4.913 	1.000 	1.007 	1.352 	1.009 	1.002 	1.003 	1.005 	26.307 	1.039 	184.334 	137.933 	82.594 	44.046 	6.620 	13.482 	36.777 	46.282 	75.447 	28.580 	2.260 	175.719 	173.497 	63.397 	189.314 
AZU1	4.561 	1.192 	1.000 	1.000 	1.000 	1.000 	1.000 	1.417 	1.000 	33.831 	1.456 	38.151 	3.135 	1.000 	207.757 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
BAALC	1.000 	1.000 	6.767 	1.000 	3.501 	1.297 	17.975 	39.642 	74.357 	15.706 	1.000 	1.000 	1.000 	1.000 	2.705 	2.455 	1.000 	1.000 	1.000 	1.008 	1.926 	1.369 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	8.156 	1.102 	1.000 	3.866 	1.216 
BACE2	1.000 	1.000 	2.760 	1.000 	1.000 	16.474 	1.000 	1.867 	1.000 	1.000 	1.000 	1.000 	3.467 	3.819 	1.000 	1.000 	1.000 	111.577 	1.000 	28.928 	15.302 	13.084 	28.850 	140.002 	4.208 	24.998 	114.586 	33.472 	10.600 	1.000 	4.185 	6.580 	56.176 	8.524 
BAMBI	2.825 	1.135 	1.806 	1.061 	1.150 	1.211 	2.481 	1.413 	2.156 	1.354 	1.007 	1.041 	1.871 	3.864 	1.490 	1.043 	1.032 	1.165 	1.203 	11.168 	1.497 	2.251 	4.221 	116.746 	1.126 	1.151 	1.032 	2.932 	1.028 	39.673 	59.751 	1.025 	18.023 	6.540 
BANK1	3.326 	1.837 	2.182 	1.223 	1.345 	225.642 	5.050 	2.087 	8.775 	1.821 	1.025 	1.360 	3.291 	30.376 	1.058 	1.086 	1.119 	1.022 	5.404 	1.030 	1.018 	1.020 	1.007 	1.061 	1.315 	1.013 	1.031 	1.022 	1.481 	1.874 	1.074 	1.091 	1.011 	1.003 
BCL11A	1.000 	4.250 	23.319 	1.000 	1.000 	54.655 	31.315 	25.236 	65.945 	22.956 	4.064 	3.478 	15.689 	2.682 	9.670 	5.672 	1.374 	1.000 	3.401 	1.000 	1.000 	1.000 	1.095 	1.000 	1.000 	1.304 	1.000 	1.000 	1.000 	81.638 	1.000 	1.000 	1.000 	1.232 
BCL11B	1.000 	1.000 	1.000 	104.788 	14.294 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	49.285 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	2.794 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
BCL2A1	602.096 	268.692 	3.792 	11.545 	5.698 	7.686 	14.834 	2.163 	1.000 	5.787 	176.342 	3.691 	1.000 	2.798 	9.171 	319.822 	403.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	64.143 	1.000 	1.000 	1.000 	1.000 	2.120 	1.000 	1.000 	1.000 	2.542 	1.000 
BCL6B	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	3.990 	5.462 	1.000 	2.290 	1.000 	1.000 	1.000 	2.359 	1.000 	1.000 	1.000 	40.228 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	28.249 	1.000 	1.365 	1.000 	1.000 	1.000 	1.000 	1.000 
BEX1	1.000 	1.000 	16.212 	1.000 	1.000 	1.000 	49.520 	52.782 	1.000 	18.568 	1.000 	1.000 	2.196 	1.000 	1.000 	1.000 	2.004 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	5.218 	1.000 	1.386 	1.000 	4.501 	1.000 	238.592 	1.486 	1.000 	4.682 	1.000 
BEX2	1.000 	1.000 	73.906 	25.764 	6.383 	6.698 	110.651 	83.037 	60.583 	75.972 	1.056 	14.745 	11.295 	11.096 	1.000 	1.000 	1.620 	1.000 	8.105 	1.000 	1.000 	1.000 	3.069 	1.000 	1.000 	7.445 	1.000 	1.000 	1.000 	173.370 	1.000 	1.000 	2.267 	4.493 
BGN	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	17.723 	1.000 	57.191 	53.673 	10.378 	1.000 	1.000 	6.533 	1.000 	2.190 	9.515 	4.510 	1.000 	3.376 	2.554 	115.651 	23.605 
BHLHA15	2.091 	1.016 	1.094 	1.011 	1.026 	1.047 	1.573 	1.128 	1.636 	1.093 	1.000 	1.007 	1.361 	1.009 	1.002 	1.003 	1.005 	1.000 	144.235 	1.000 	1.000 	1.000 	1.001 	1.002 	1.021 	1.194 	1.005 	1.000 	1.000 	1.007 	3.043 	1.003 	1.000 	1.000 
BHLHE41	1.056 	1.000 	1.000 	1.000 	1.000 	1.000 	1.030 	1.000 	1.011 	1.000 	23.657 	1.000 	1.002 	1.000 	1.000 	25.385 	33.907 	1.000 	82.041 	1.015 	1.000 	1.282 	1.000 	22.144 	3.087 	1.077 	1.000 	1.397 	1.756 	8.006 	1.000 	1.137 	12.710 	1.026 
BLK	1.000 	1.000 	1.000 	1.596 	1.000 	128.374 	1.000 	1.000 	1.000 	1.000 	1.000 	2.083 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	9.628 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.369 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
BLNK	1.587 	1.014 	1.013 	1.000 	1.003 	84.513 	1.427 	1.090 	50.129 	7.904 	3.859 	1.000 	1.112 	1.000 	1.000 	3.897 	1.000 	1.000 	177.197 	1.000 	1.000 	1.000 	1.001 	1.000 	1.002 	1.000 	1.000 	1.000 	1.066 	1.000 	1.000 	1.000 	1.000 	1.000 
BMP6	5.482 	1.005 	1.003 	1.000 	1.000 	1.001 	1.842 	3.479 	1.081 	1.007 	1.000 	1.000 	1.031 	2.869 	1.000 	1.000 	1.000 	75.016 	1.514 	2.043 	1.013 	1.484 	1.000 	1.000 	1.000 	1.000 	47.274 	4.010 	3.640 	3.972 	1.307 	1.251 	1.069 	1.000 
BMPER	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	87.133 	14.993 	3.802 	1.000 	1.000 	1.398 	1.000 	1.000 	7.039 	1.040 	1.171 	10.184 	4.232 	4.964 	1.085 
BMX	14.320 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	60.985 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	21.746 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
BTK	23.858 	47.501 	31.806 	1.000 	1.000 	118.358 	20.792 	30.021 	17.028 	44.479 	31.905 	2.461 	39.669 	437.958 	64.197 	26.106 	26.159 	1.000 	80.455 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	3.153 	1.000 	1.000 	1.000 	1.000 	1.000 
C10orf10	1.003 	1.000 	1.000 	1.000 	1.000 	1.000 	7.739 	4.767 	1.617 	1.000 	1.179 	1.000 	1.000 	1.000 	1.000 	3.647 	1.000 	123.254 	3.367 	47.513 	10.123 	13.165 	2.921 	1.000 	49.491 	4.899 	30.649 	28.619 	177.313 	8.772 	2.778 	12.449 	12.280 	2.765 
C10orf90	1.043 	1.000 	1.000 	1.000 	1.000 	1.000 	1.023 	1.000 	1.008 	1.000 	1.000 	1.000 	1.001 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.045 	1.000 	1.000 	1.000 	43.863 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.545 	1.000 	1.000 
C11orf80	1.000 	1.000 	1.409 	3.559 	3.226 	31.795 	1.440 	3.308 	1.000 	1.000 	1.617 	3.662 	1.000 	1.000 	2.317 	2.312 	3.566 	6.762 	103.116 	4.243 	2.354 	2.990 	7.763 	2.512 	1.000 	8.269 	6.998 	1.682 	1.088 	8.491 	2.406 	2.738 	2.862 	6.458 
C15orf48	2.755 	13.498 	1.294 	1.044 	1.117 	1.172 	1.942 	1.354 	2.058 	1.438 	40.258 	1.029 	1.705 	1.473 	1.012 	512.862 	13.653 	1.004 	1.164 	1.009 	1.004 	1.006 	1.754 	1.014 	1.095 	1.002 	1.057 	1.006 	1.003 	2.191 	5.026 	1.018 	1.001 	1.201 
C19orf33	3.435 	1.770 	1.890 	1.234 	1.397 	1.485 	2.614 	1.771 	2.714 	1.698 	1.033 	1.176 	2.365 	6.599 	1.075 	1.112 	1.151 	3.232 	1.474 	1.009 	1.024 	1.026 	96.141 	1.080 	1.718 	273.280 	1.850 	1.029 	3.009 	1.180 	1.091 	1.115 	1.293 	133.703 
C1QA	3.216 	3.136 	1.521 	1.142 	1.274 	1.349 	2.247 	1.601 	2.461 	1.530 	475.633 	1.099 	2.270 	1.137 	1.037 	33.394 	1.809 	1.015 	1.343 	1.003 	1.012 	1.013 	1.004 	1.039 	24.361 	1.009 	1.020 	1.015 	128.823 	1.100 	1.048 	1.061 	1.007 	1.001 
C1QB	3.218 	2.230 	1.522 	1.143 	1.275 	1.350 	2.248 	1.602 	2.462 	1.530 	146.182 	1.099 	2.040 	1.137 	1.037 	36.684 	9.148 	1.015 	1.344 	1.003 	1.012 	1.013 	1.006 	1.039 	31.991 	1.009 	1.020 	1.015 	387.440 	1.101 	1.049 	1.061 	1.007 	1.001 
C1QC	3.180 	1.410 	1.510 	1.137 	1.267 	1.341 	2.232 	1.590 	2.444 	1.519 	146.890 	1.094 	2.255 	1.132 	1.035 	13.160 	2.890 	1.014 	1.334 	1.003 	1.012 	1.013 	1.004 	1.037 	14.823 	1.008 	1.019 	1.014 	192.981 	1.096 	1.046 	1.058 	1.006 	1.001 
C1QTNF1	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.443 	1.000 	8.677 	14.833 	34.340 	1.097 	6.271 	7.584 	25.120 	3.518 	5.179 	172.159 	1.000 	60.552 	14.433 	1.499 	4.153 
C1R	7.561 	1.000 	2.068 	1.792 	1.744 	1.000 	4.847 	4.709 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	8.373 	254.926 	172.766 	77.972 	1.976 	7.589 	49.456 	3.951 	1.029 	41.731 	357.112 	1.307 	85.402 	56.063 	59.690 	12.660 
C1S	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.128 	1.000 	1.000 	2.471 	1.000 	1.266 	1.000 	1.000 	3.068 	221.776 	147.646 	168.630 	1.018 	8.086 	45.009 	1.572 	1.000 	26.693 	283.761 	5.450 	42.286 	60.669 	53.554 	1.290 
C1orf186	3.630 	1.908 	49.668 	1.302 	1.477 	13.541 	6.335 	16.080 	49.319 	111.865 	1.077 	1.301 	13.220 	2.053 	10.754 	1.155 	1.202 	1.044 	33.120 	1.013 	1.034 	1.040 	1.042 	1.120 	1.435 	1.025 	1.062 	1.044 	1.034 	1.235 	1.123 	1.160 	1.019 	12.609 
C1orf228	7.170 	20.102 	36.571 	57.442 	1.031 	18.388 	13.677 	30.661 	39.299 	66.368 	2.994 	148.980 	1.674 	1.226 	228.577 	1.513 	1.480 	1.000 	1.427 	1.070 	1.000 	1.000 	1.000 	1.002 	1.025 	1.000 	1.001 	1.000 	1.000 	1.017 	1.004 	1.005 	1.685 	1.000 
C1orf61	3.377 	1.691 	1.650 	1.214 	1.447 	1.455 	2.425 	1.733 	2.662 	1.664 	1.028 	1.157 	2.213 	1.209 	1.066 	1.098 	1.132 	1.025 	2.825 	1.007 	1.020 	1.023 	1.008 	1.069 	1.338 	1.015 	1.035 	1.025 	1.002 	149.233 	1.081 	1.101 	1.012 	1.003 
C20orf96	1.000 	1.000 	27.217 	1.000 	1.000 	1.000 	21.930 	17.891 	21.061 	14.944 	1.000 	1.000 	12.818 	11.260 	2.979 	1.000 	1.000 	1.310 	3.944 	1.000 	1.000 	1.187 	1.000 	1.000 	1.000 	1.000 	1.265 	1.000 	1.000 	5.693 	1.039 	1.000 	1.500 	1.300 
C2orf88	1.000 	2.181 	3.637 	1.000 	1.000 	1.000 	1.000 	3.609 	1.000 	1.000 	1.000 	1.000 	10.196 	34.861 	1.000 	1.000 	1.000 	1.000 	14.422 	1.000 	1.000 	1.000 	1.000 	1.693 	1.221 	1.079 	1.000 	1.000 	1.000 	1.000 	1.000 	1.182 	1.000 	1.000 
C3	1.000 	2.959 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	77.127 	1.000 	1.000 	1.000 	1.153 	81.814 	50.395 	1.000 	1.000 	2.339 	6.618 	4.625 	4.187 	1.248 	29.615 	34.352 	1.000 	5.633 	530.649 	1.000 	47.695 	4.204 	1.112 	2.077 
C5AR1	216.595 	175.837 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	100.891 	1.000 	1.831 	4.408 	2.178 	98.230 	19.291 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	15.501 	1.000 	1.000 	1.000 	1.171 	1.000 
C6orf25	1.000 	2.086 	17.292 	1.000 	1.000 	1.000 	11.853 	21.297 	5.833 	7.540 	1.000 	1.000 	10.230 	165.715 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
C7	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.175 	1.000 	1.000 	1.000 	2.498 	1.019 	1.000 	1.072 	145.958 	1.000 	1.000 	2.753 	1.000 	1.000 
CA12	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	58.340 	17.331 	50.440 	4.592 	1.449 	1.000 	39.445 	1.000 	13.558 	1.112 	33.885 	1.991 	67.159 	5.040 	3.199 
CA2	1.000 	8.752 	18.082 	1.000 	1.000 	1.000 	11.818 	4.280 	9.245 	3.309 	29.403 	1.000 	96.154 	118.717 	5.602 	81.272 	67.645 	1.000 	1.000 	3.835 	1.000 	1.000 	4.064 	1.000 	5.154 	30.686 	1.280 	1.000 	1.018 	27.581 	1.000 	1.000 	1.000 	1.788 
CA3	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	302.094 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.264 	1.005 
CA8	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	3.455 	1.867 	1.000 	2.290 	1.000 	1.000 	16.450 	1.000 	2.103 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	8.900 	1.000 	1.000 	1.000 	1.000 	1.000 	1075.361 	1.000 	1.000 	1.000 	1.000 
CAC02D1	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	7.820 	1.000 	5.165 	19.504 	35.179 	1.201 	6.368 	69.389 	1.025 	6.149 	68.268 	12.302 	4.083 	23.941 	21.348 	14.422 	2.083 
CADM1	2.153 	1.123 	1.114 	1.013 	1.049 	1.057 	2.240 	1.369 	1.690 	1.214 	17.272 	1.009 	1.403 	1.232 	1.002 	1.321 	1.572 	1.009 	19.977 	5.468 	1.067 	1.169 	5.330 	6.980 	1.044 	7.459 	1.015 	1.188 	2.053 	18.618 	5.403 	1.005 	82.989 	18.746 
CALB1	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	7112.652 	1.000 	1.000 	1.000 	1.000 
CALCRL	3.859 	3.032 	9.011 	1.448 	1.575 	1.725 	15.088 	14.534 	11.642 	9.704 	1.519 	1.755 	2.677 	2.188 	1.178 	1.247 	1.555 	146.639 	1.664 	1.019 	1.231 	1.189 	1.155 	1.165 	6.535 	1.246 	92.051 	4.544 	85.259 	3.827 	1.160 	1.211 	3.466 	1.015 
CALD1	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.279 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	29.671 	1.000 	1.000 	1.000 	105.546 	1.000 	147.388 	158.463 	186.017 	107.064 	60.562 	16.344 	50.258 	72.139 	264.625 	90.217 	11.967 	231.123 	75.636 	290.747 	56.565 
CAMK4	1.000 	1.000 	1.000 	103.629 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	101.959 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.036 	1.000 	1.000 	1.000 	1.129 	1.000 	1.200 	1.000 	40.330 	2.067 	1.714 	6.335 	1.821 
CAPG	39.927 	165.381 	55.231 	4.184 	1.000 	100.745 	85.763 	72.461 	169.908 	103.629 	2181.667 	33.709 	29.558 	14.887 	214.937 	1955.558 	1238.608 	20.654 	5.430 	141.371 	62.022 	47.046 	167.333 	11.369 	9.447 	154.133 	45.022 	8.186 	47.660 	1.000 	16.576 	58.692 	111.265 	204.032 
CAPN3	8.307 	6.646 	2.519 	4.311 	1.967 	16.481 	4.233 	4.063 	7.904 	3.859 	2.736 	8.747 	1.000 	1.000 	6.547 	2.017 	2.650 	1.000 	8.168 	1.000 	1.000 	1.000 	1.000 	436.993 	83.014 	1.000 	1.000 	1.000 	2.036 	1.000 	1.000 	1.000 	3.047 	1.000 
CASQ1	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	321.568 	1.000 	1.000 	1.000 	1.000 	2.308 	1.000 	1.000 	1.000 	1.000 
CAV1	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	13.295 	1.000 	1.000 	1.000 	792.144 	3.083 	149.262 	266.757 	159.797 	141.969 	24.109 	34.470 	292.416 	849.189 	484.995 	206.421 	1.000 	134.854 	766.585 	84.386 	49.924 
CAV2	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	12.889 	1.000 	1.000 	1.000 	95.556 	1.000 	22.100 	42.777 	37.548 	76.482 	13.509 	6.690 	110.602 	139.906 	116.154 	75.324 	1.000 	44.723 	50.186 	44.711 	46.210 
CBLC	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	3.594 	1.000 	1.000 	54.329 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
CCDC80	1.014 	1.000 	1.000 	1.000 	1.000 	1.000 	1.008 	1.000 	1.002 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	5.095 	1.000 	510.898 	285.933 	381.964 	4.461 	4.239 	1.914 	3.889 	2.117 	398.285 	77.598 	5.275 	68.550 	39.792 	161.357 	10.689 
CCL2	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	249.188 	1.000 	1.000 	1.000 	1.000 	182.575 	1.293 	64.097 	1.000 	71.542 	21.524 	21.496 	2.767 	12.268 	1.954 	1.000 	71.207 	63.197 	6.977 	1.388 	107.340 	7.540 	242.575 	1.419 
CCL22	1.193 	1.000 	1.001 	1.000 	1.000 	1.000 	1.100 	1.002 	1.041 	1.001 	35.296 	1.000 	1.012 	1.000 	1.000 	164.453 	1874.264 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
CCL3	8.419 	131.378 	1.000 	1.000 	89.174 	1.875 	1.000 	1.000 	1.000 	1.000 	59.959 	1.000 	4.011 	9.727 	1.000 	387.440 	5.604 	1.000 	12.029 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.041 	1.000 	1.000 	1.000 	1.000 	1.000 
CCL3L3	19.211 	47.381 	1.013 	1.000 	1.720 	1.000 	1.308 	1.000 	2.772 	3.030 	4.566 	1.000 	2.034 	8.973 	1.281 	25.997 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
